Date,Region,Product,Quantity,UnitPrice,StoreLocation,CustomerType,Salesperson,PaymentMethod,Promotion,Returned,OrderID,CustomerName,ShippingCost,OrderDate,DeliveryDate,RegionManager,DeliveryTime,Day_of_Week,is_weekend,quarter,DiscountValue,month,year,day,dayofweek,weekofyear,Revenue,Month,Month_Year,Quarter,Year,date,Delivery_time
2023-07-13,North,Monitor,19,475.64,Store C,Retail,Frank,Cash,WINTER15,1,REG100358,Cust 9584,11.17,2023-07-13,2023-07-17,Ryan,4,3,False,3,47.564,7,2023,13,3,28,8133.444,7,2023-07,3,2023,2023-07-13,4
2024-10-22,North,Monitor,18,396.25,Store D,Retail,Frank,Credit Card,FREESHIP,0,REG100362,Cust 7015,20.39,2024-10-22,2024-10-27,Ryan,5,1,False,4,39.625,10,2024,22,1,43,6419.25,10,2024-10,4,2024,2024-10-22,5
2023-06-20,South,Laptop,9,282.8,Store D,Wholesale,Eva,Online,NULL,0,REG100363,Cust 4394,49.79,2023-06-20,2023-06-25,Sophie,5,1,False,2,14.14,6,2023,20,1,25,2417.94,6,2023-06,2,2023,2023-06-20,5
2023-10-28,West,Tablet,15,127.67,Store D,Retail,Alice,Debit Card,NULL,0,REG100365,Cust 4029,48.77,2023-10-28,2023-10-30,Wendy,2,5,True,4,12.767000000000001,10,2023,28,5,43,1723.545,10,2023-10,4,2023,2023-10-28,2
2023-08-06,West,Tablet,4,555.86,Store C,Retail,Bob,Cash,FREESHIP,0,REG100367,Cust 6361,28.92,2023-08-06,2023-08-08,Wendy,2,6,True,3,27.793000000000003,8,2023,6,6,31,2112.268,8,2023-08,3,2023,2023-08-06,2
2024-09-11,Central,Monitor,15,202.72,Store D,Retail,Eva,Debit Card,WINTER15,1,REG100368,Cust 5267,41.61,2024-09-11,2024-09-19,Cameron,8,2,False,3,10.136000000000001,9,2024,11,2,37,2888.76,9,2024-09,3,2024,2024-09-11,8
2024-08-12,Central,Chair,3,149.25,Store D,Wholesale,Carlos,Debit Card,NULL,1,REG100370,Cust 9443,13.17,2024-08-12,2024-08-14,Cameron,2,0,False,3,0.0,8,2024,12,0,33,447.75,8,2024-08,3,2024,2024-08-12,2
2023-03-30,North,Monitor,19,156.44,Store C,Wholesale,Alice,Online,WINTER15,0,REG100371,Cust 2252,19.44,2023-03-30,2023-04-04,Ryan,5,3,False,1,15.644,3,2023,30,3,13,2675.1240000000003,3,2023-03,1,2023,2023-03-30,5
2023-02-01,Central,Phone,7,241.76,Store D,Wholesale,Carlos,Online,SAVE10,0,REG100372,Cust 1031,48.13,2023-02-01,2023-02-09,Cameron,8,2,False,1,0.0,2,2023,1,2,5,1692.32,2,2023-02,1,2023,2023-02-01,8
2024-04-25,East,Tablet,1,173.56,Store D,Retail,Eva,Debit Card,FREESHIP,0,REG100375,Cust 9313,39.1,2024-04-25,2024-04-28,Eric,3,3,False,2,17.356,4,2024,25,3,17,156.204,4,2024-04,2,2024,2024-04-25,3
2024-09-22,South,Monitor,7,349.55,Store A,Retail,Carlos,Credit Card,FREESHIP,0,REG100376,Cust 4405,23.7,2024-09-22,2024-09-27,Sophie,5,6,True,3,17.477500000000003,9,2024,22,6,38,2324.5074999999997,9,2024-09,3,2024,2024-09-22,5
2023-08-05,Central,Tablet,9,245.14,Store B,Wholesale,Alice,Online,SAVE10,1,REG100377,Cust 6453,44.6,2023-08-05,2023-08-14,Cameron,9,5,True,3,0.0,8,2023,5,5,31,2206.2599999999998,8,2023-08,3,2023,2023-08-05,9
2024-06-07,South,Desk,1,423.08,Store B,Wholesale,Bob,Gift Card,WINTER15,0,REG100378,Cust 4772,31.75,2024-06-07,2024-06-11,Sophie,4,4,False,2,21.154,6,2024,7,4,23,401.926,6,2024-06,2,2024,2024-06-07,4
2024-07-18,South,Chair,10,252.63,Store B,Retail,Eva,Cash,FREESHIP,0,REG100380,Cust 1865,8.92,2024-07-18,2024-07-25,Sophie,7,3,False,3,37.8945,7,2024,18,3,29,2147.355,7,2024-07,3,2024,2024-07-18,7
2024-07-14,West,Tablet,3,87.02,Store B,Wholesale,Frank,Cash,WINTER15,0,REG100381,Cust 9552,11.13,2024-07-14,2024-07-16,Wendy,2,6,True,3,8.702,7,2024,14,6,28,234.954,7,2024-07,3,2024,2024-07-14,2
2023-04-14,Central,Tablet,11,6.72,Store D,Wholesale,Bob,Cash,SAVE10,0,REG100382,Cust 4273,34.27,2023-04-14,2023-04-19,Cameron,5,4,False,2,0.336,4,2023,14,4,15,70.224,4,2023-04,2,2023,2023-04-14,5
2023-06-01,South,Printer,2,279.38,Store D,Retail,Carlos,Online,FREESHIP,0,REG100383,Cust 8712,22.95,2023-06-01,2023-06-06,Sophie,5,3,False,2,27.938000000000002,6,2023,1,3,22,502.884,6,2023-06,2,2023,2023-06-01,5
2024-07-15,East,Printer,10,325.97,Store D,Retail,Bob,Cash,FREESHIP,1,REG100386,Cust 4770,49.95,2024-07-15,2024-07-22,Eric,7,0,False,3,0.0,7,2024,15,0,29,3259.7000000000003,7,2024-07,3,2024,2024-07-15,7
2024-08-30,South,Laptop,17,469.32,Store B,Retail,Carlos,Gift Card,WINTER15,1,REG100387,Cust 2007,5.86,2024-08-30,2024-09-01,Sophie,2,4,False,3,0.0,8,2024,30,4,35,7978.44,8,2024-08,3,2024,2024-08-30,2
2024-04-01,North,Printer,18,155.04,Store B,Wholesale,Frank,Cash,WINTER15,0,REG100390,Cust 4189,39.99,2024-04-01,2024-04-04,Ryan,3,0,False,2,23.255999999999997,4,2024,1,0,14,2372.1119999999996,4,2024-04,2,2024,2024-04-01,3
2023-07-03,Central,Monitor,13,55.09,Store A,Wholesale,Diana,Cash,FREESHIP,1,REG100392,Cust 5015,47.78,2023-07-03,2023-07-06,Cameron,3,0,False,3,8.2635,7,2023,3,0,27,608.7445,7,2023-07,3,2023,2023-07-03,3
2023-04-25,Central,Laptop,13,206.11,Store B,Retail,Bob,Gift Card,SAVE10,1,REG100393,Cust 9904,22.59,2023-04-25,2023-05-01,Cameron,6,1,False,2,30.9165,4,2023,25,1,17,2277.5155,4,2023-04,2,2023,2023-04-25,6
2023-11-05,North,Monitor,6,449.57,Store D,Wholesale,Frank,Gift Card,WINTER15,0,REG100395,Cust 6511,23.09,2023-11-05,2023-11-12,Ryan,7,6,True,4,0.0,11,2023,5,6,44,2697.42,11,2023-11,4,2023,2023-11-05,7
2023-01-13,East,Laptop,9,223.01,Store C,Retail,Diana,Cash,NULL,1,REG100396,Cust 2412,11.9,2023-01-13,2023-01-19,Eric,6,4,False,1,0.0,1,2023,13,4,2,2007.09,1,2023-01,1,2023,2023-01-13,6
2023-05-20,South,Monitor,13,90.86,Store A,Wholesale,Carlos,Gift Card,SAVE10,0,REG100398,Cust 6033,16.74,2023-05-20,2023-05-25,Sophie,5,5,True,2,0.0,5,2023,20,5,20,1181.18,5,2023-05,2,2023,2023-05-20,5
2023-02-23,West,Tablet,12,245.6,Store D,Retail,Bob,Cash,FREESHIP,1,REG100400,Cust 4515,43.92,2023-02-23,2023-02-27,Wendy,4,3,False,1,0.0,2,2023,23,3,8,2947.2,2,2023-02,1,2023,2023-02-23,4
2024-11-09,East,Printer,15,380.03,Store A,Retail,Bob,Online,NULL,0,REG100401,Cust 7532,25.72,2024-11-09,2024-11-12,Eric,3,5,True,4,0.0,11,2024,9,5,45,5700.45,11,2024-11,4,2024,2024-11-09,3
2024-07-25,South,Tablet,3,417.58,Store D,Retail,Frank,Gift Card,SAVE10,0,REG100402,Cust 8756,43.42,2024-07-25,2024-07-31,Sophie,6,3,False,3,20.879,7,2024,25,3,30,1190.103,7,2024-07,3,2024,2024-07-25,6
2023-08-19,West,Laptop,15,432.17,Store D,Wholesale,Frank,Debit Card,WINTER15,0,REG100403,Cust 7620,44.88,2023-08-19,2023-08-23,Wendy,4,5,True,3,64.8255,8,2023,19,5,33,5510.1675,8,2023-08,3,2023,2023-08-19,4
2023-11-13,South,Monitor,13,531.77,Store C,Retail,Bob,Online,SAVE10,0,REG100404,Cust 7368,37.91,2023-11-13,2023-11-15,Sophie,2,0,False,4,53.177,11,2023,13,0,46,6221.709000000001,11,2023-11,4,2023,2023-11-13,2
2024-09-10,West,Tablet,13,442.99,Store A,Wholesale,Alice,Gift Card,SAVE10,0,REG100405,Cust 1319,37.12,2024-09-10,2024-09-18,Wendy,8,1,False,3,22.149500000000003,9,2024,10,1,37,5470.9265,9,2024-09,3,2024,2024-09-10,8
2024-08-30,Central,Chair,13,567.5,Store A,Retail,Eva,Credit Card,NULL,0,REG100406,Cust 9597,28.41,2024-08-30,2024-09-02,Cameron,3,4,False,3,0.0,8,2024,30,4,35,7377.5,8,2024-08,3,2024,2024-08-30,3
2024-11-10,East,Tablet,15,469.52,Store C,Wholesale,Alice,Credit Card,FREESHIP,0,REG100407,Cust 7369,35.6,2024-11-10,2024-11-17,Eric,7,6,True,4,0.0,11,2024,10,6,45,7042.799999999999,11,2024-11,4,2024,2024-11-10,7
2023-04-13,East,Printer,1,396.09,Store D,Wholesale,Frank,Credit Card,WINTER15,0,REG100408,Cust 8592,39.38,2023-04-13,2023-04-19,Eric,6,3,False,2,59.41349999999999,4,2023,13,3,15,336.6765,4,2023-04,2,2023,2023-04-13,6
2023-11-20,East,Laptop,12,195.73,Store C,Wholesale,Alice,Cash,SAVE10,0,REG100409,Cust 2337,37.09,2023-11-20,2023-11-27,Eric,7,0,False,4,9.7865,11,2023,20,0,47,2231.3219999999997,11,2023-11,4,2023,2023-11-20,7
2023-03-04,Central,Monitor,11,558.5,Store B,Retail,Carlos,Cash,WINTER15,0,REG100411,Cust 5895,48.15,2023-03-04,2023-03-09,Cameron,5,5,True,1,83.77499999999999,3,2023,4,5,9,5221.974999999999,3,2023-03,1,2023,2023-03-04,5
2024-11-16,North,Laptop,4,175.34,Store C,Retail,Eva,Cash,FREESHIP,0,REG100412,Cust 9097,40.86,2024-11-16,2024-11-19,Ryan,3,5,True,4,26.301,11,2024,16,5,46,596.156,11,2024-11,4,2024,2024-11-16,3
2024-05-25,South,Laptop,19,478.73,Store A,Retail,Frank,Debit Card,WINTER15,1,REG100413,Cust 5938,46.46,2024-05-25,2024-06-02,Sophie,8,5,True,2,0.0,5,2024,25,5,21,9095.87,5,2024-05,2,2024,2024-05-25,8
2023-04-12,East,Desk,5,365.38,Store D,Wholesale,Alice,Debit Card,SAVE10,1,REG100414,Cust 6928,5.66,2023-04-12,2023-04-15,Eric,3,2,False,2,54.806999999999995,4,2023,12,2,15,1552.865,4,2023-04,2,2023,2023-04-12,3
2023-03-07,South,Desk,10,397.33,Store B,Retail,Alice,Credit Card,NULL,0,REG100415,Cust 6223,10.2,2023-03-07,2023-03-13,Sophie,6,1,False,1,59.59949999999999,3,2023,7,1,10,3377.305,3,2023-03,1,2023,2023-03-07,6
2024-01-05,Central,Chair,17,241.01,Store A,Retail,Bob,Debit Card,WINTER15,0,REG100416,Cust 7614,24.69,2024-01-05,2024-01-11,Cameron,6,4,False,1,24.101,1,2024,5,4,1,3687.453,1,2024-01,1,2024,2024-01-05,6
2024-10-31,West,Desk,17,82.2,Store C,Wholesale,Alice,Cash,WINTER15,0,REG100417,Cust 3231,32.5,2024-10-31,2024-11-10,Wendy,10,3,False,4,0.0,10,2024,31,3,44,1397.4,10,2024-10,4,2024,2024-10-31,10
2024-05-08,West,Monitor,16,170.77,Store C,Retail,Frank,Online,SAVE10,1,REG100418,Cust 9123,45.93,2024-05-08,2024-05-14,Wendy,6,2,False,2,17.077,5,2024,8,2,19,2459.088,5,2024-05,2,2024,2024-05-08,6
2024-03-05,Central,Monitor,1,8.2,Store C,Wholesale,Frank,Debit Card,NULL,0,REG100419,Cust 7054,30.35,2024-03-05,2024-03-15,Cameron,10,1,False,1,1.2299999999999998,3,2024,5,1,10,6.969999999999999,3,2024-03,1,2024,2024-03-05,10
2023-07-18,North,Laptop,12,425.78,Store A,Retail,Bob,Online,NULL,1,REG100420,Cust 4240,25.48,2023-07-18,2023-07-22,Ryan,4,1,False,3,42.578,7,2023,18,1,29,4598.424,7,2023-07,3,2023,2023-07-18,4
2023-08-05,South,Printer,20,121.14,Store C,Retail,Bob,Credit Card,FREESHIP,0,REG100421,Cust 1237,21.47,2023-08-05,2023-08-14,Sophie,9,5,True,3,12.114,8,2023,5,5,31,2180.5200000000004,8,2023-08,3,2023,2023-08-05,9
2023-09-18,West,Tablet,19,448.13,Store D,Wholesale,Alice,Debit Card,FREESHIP,0,REG100422,Cust 5513,28.29,2023-09-18,2023-09-20,Wendy,2,0,False,3,0.0,9,2023,18,0,38,8514.47,9,2023-09,3,2023,2023-09-18,2
2023-03-27,South,Laptop,8,7.81,Store D,Wholesale,Frank,Online,SAVE10,0,REG100423,Cust 1835,25.03,2023-03-27,2023-03-29,Sophie,2,0,False,1,0.781,3,2023,27,0,13,56.232,3,2023-03,1,2023,2023-03-27,2
2023-03-08,East,Chair,19,191.44,Store C,Wholesale,Carlos,Cash,WINTER15,1,REG100424,Cust 8492,35.54,2023-03-08,2023-03-17,Eric,9,2,False,1,28.715999999999998,3,2023,8,2,10,3091.756,3,2023-03,1,2023,2023-03-08,9
2024-05-02,West,Desk,5,245.2,Store B,Retail,Eva,Online,NULL,0,REG100425,Cust 2451,46.37,2024-05-02,2024-05-06,Wendy,4,3,False,2,36.779999999999994,5,2024,2,3,18,1042.1,5,2024-05,2,2024,2024-05-02,4
2023-09-16,North,Desk,17,163.37,Store B,Wholesale,Eva,Gift Card,SAVE10,0,REG100426,Cust 4509,5.36,2023-09-16,2023-09-26,Ryan,10,5,True,3,24.5055,9,2023,16,5,37,2360.6965,9,2023-09,3,2023,2023-09-16,10
2023-06-13,South,Tablet,14,583.96,Store C,Retail,Diana,Debit Card,WINTER15,0,REG100427,Cust 6643,23.03,2023-06-13,2023-06-22,Sophie,9,1,False,2,0.0,6,2023,13,1,24,8175.4400000000005,6,2023-06,2,2023,2023-06-13,9
2023-11-05,North,Desk,16,181.08,Store C,Retail,Carlos,Online,WINTER15,0,REG100428,Cust 2559,39.84,2023-11-05,2023-11-08,Ryan,3,6,True,4,18.108,11,2023,5,6,44,2607.552,11,2023-11,4,2023,2023-11-05,3
2024-11-23,South,Tablet,8,414.94,Store A,Wholesale,Alice,Debit Card,SAVE10,0,REG100429,Cust 4423,46.58,2024-11-23,2024-11-26,Sophie,3,5,True,4,0.0,11,2024,23,5,47,3319.52,11,2024-11,4,2024,2024-11-23,3
2024-02-09,Central,Phone,16,442.22,Store B,Retail,Alice,Cash,FREESHIP,0,REG100430,Cust 9139,27.36,2024-02-09,2024-02-18,Cameron,9,4,False,1,0.0,2,2024,9,4,6,7075.52,2,2024-02,1,2024,2024-02-09,9
2023-11-16,Central,Printer,14,595.39,Store A,Wholesale,Bob,Credit Card,SAVE10,0,REG100431,Cust 6668,9.51,2023-11-16,2023-11-22,Cameron,6,3,False,4,59.539,11,2023,16,3,46,7501.914,11,2023-11,4,2023,2023-11-16,6
2023-11-29,Central,Laptop,17,538.08,Store A,Retail,Eva,Debit Card,FREESHIP,0,REG100435,Cust 3127,19.61,2023-11-29,2023-12-01,Cameron,2,2,False,4,26.904000000000003,11,2023,29,2,48,8689.992,11,2023-11,4,2023,2023-11-29,2
2023-02-24,South,Chair,16,187.84,Store A,Retail,Alice,Credit Card,SAVE10,0,REG100436,Cust 4130,18.65,2023-02-24,2023-02-26,Sophie,2,4,False,1,0.0,2,2023,24,4,8,3005.44,2,2023-02,1,2023,2023-02-24,2
2023-11-04,South,Laptop,18,426.3,Store A,Wholesale,Carlos,Credit Card,NULL,1,REG100437,Cust 6956,29.81,2023-11-04,2023-11-10,Sophie,6,5,True,4,63.945,11,2023,4,5,44,6522.39,11,2023-11,4,2023,2023-11-04,6
2024-06-15,East,Desk,1,498.35,Store B,Retail,Alice,Online,FREESHIP,0,REG100438,Cust 8155,34.7,2024-06-15,2024-06-22,Eric,7,5,True,2,49.83500000000001,6,2024,15,5,24,448.51500000000004,6,2024-06,2,2024,2024-06-15,7
2024-10-02,North,Tablet,19,385.72,Store A,Retail,Carlos,Cash,SAVE10,1,REG100439,Cust 8852,12.46,2024-10-02,2024-10-06,Ryan,4,2,False,4,19.286,10,2024,2,2,40,6962.246,10,2024-10,4,2024,2024-10-02,4
2023-06-03,West,Tablet,3,54.37,Store B,Wholesale,Frank,Credit Card,WINTER15,0,REG100440,Cust 2850,48.71,2023-06-03,2023-06-13,Wendy,10,5,True,2,5.437,6,2023,3,5,22,146.79899999999998,6,2023-06,2,2023,2023-06-03,10
2023-09-10,East,Phone,6,471.74,Store C,Retail,Carlos,Online,NULL,0,REG100441,Cust 9572,36.79,2023-09-10,2023-09-18,Eric,8,6,True,3,70.761,9,2023,10,6,36,2405.874,9,2023-09,3,2023,2023-09-10,8
2023-09-24,North,Tablet,13,115.86,Store A,Wholesale,Diana,Cash,NULL,1,REG100443,Cust 4154,28.52,2023-09-24,2023-10-03,Ryan,9,6,True,3,11.586,9,2023,24,6,38,1355.5620000000001,9,2023-09,3,2023,2023-09-24,9
2023-06-17,East,Chair,4,584.8,Store B,Retail,Eva,Online,FREESHIP,0,REG100445,Cust 8157,16.44,2023-06-17,2023-06-25,Eric,8,5,True,2,58.48,6,2023,17,5,24,2105.2799999999997,6,2023-06,2,2023,2023-06-17,8
2024-01-28,West,Printer,20,424.7,Store B,Wholesale,Bob,Online,FREESHIP,0,REG100446,Cust 4861,42.03,2024-01-28,2024-02-05,Wendy,8,6,True,1,63.705,1,2024,28,6,4,7219.9,1,2024-01,1,2024,2024-01-28,8
2023-03-14,Central,Chair,16,179.22,Store D,Retail,Alice,Online,WINTER15,0,REG100447,Cust 7493,45.99,2023-03-14,2023-03-17,Cameron,3,1,False,1,17.922,3,2023,14,1,11,2580.768,3,2023-03,1,2023,2023-03-14,3
2023-10-23,East,Tablet,5,334.37,Store B,Retail,Carlos,Credit Card,NULL,0,REG100450,Cust 3247,32.13,2023-10-23,2023-10-28,Eric,5,0,False,4,16.718500000000002,10,2023,23,0,43,1588.2575,10,2023-10,4,2023,2023-10-23,5
2024-02-26,West,Monitor,11,389.84,Store D,Wholesale,Alice,Gift Card,SAVE10,1,REG100452,Cust 4164,10.24,2024-02-26,2024-02-29,Wendy,3,0,False,1,0.0,2,2024,26,0,9,4288.24,2,2024-02,1,2024,2024-02-26,3
2024-10-30,East,Chair,11,445.75,Store A,Wholesale,Frank,Online,SAVE10,0,REG100453,Cust 9592,18.07,2024-10-30,2024-11-07,Eric,8,2,False,4,44.575,10,2024,30,2,44,4412.925,10,2024-10,4,2024,2024-10-30,8
2024-08-19,South,Laptop,18,96.84,Store A,Wholesale,Frank,Cash,SAVE10,1,REG100454,Cust 7450,8.1,2024-08-19,2024-08-23,Sophie,4,0,False,3,14.526,8,2024,19,0,34,1481.652,8,2024-08,3,2024,2024-08-19,4
2023-07-30,Central,Chair,1,528.31,Store C,Wholesale,Alice,Online,FREESHIP,0,REG100455,Cust 4186,24.55,2023-07-30,2023-08-09,Cameron,10,6,True,3,52.830999999999996,7,2023,30,6,30,475.479,7,2023-07,3,2023,2023-07-30,10
2024-08-13,North,Monitor,16,64.03,Store A,Wholesale,Carlos,Gift Card,WINTER15,1,REG100456,Cust 3305,16.71,2024-08-13,2024-08-23,Ryan,10,1,False,3,0.0,8,2024,13,1,33,1024.48,8,2024-08,3,2024,2024-08-13,10
2023-11-04,North,Printer,13,179.37,Store A,Retail,Eva,Online,FREESHIP,0,REG100457,Cust 9768,35.28,2023-11-04,2023-11-12,Ryan,8,5,True,4,8.9685,11,2023,4,5,44,2215.2194999999997,11,2023-11,4,2023,2023-11-04,8
2023-06-23,North,Printer,5,360.34,Store C,Wholesale,Carlos,Gift Card,NULL,0,REG100459,Cust 2546,33.76,2023-06-23,2023-06-28,Ryan,5,4,False,2,0.0,6,2023,23,4,25,1801.6999999999998,6,2023-06,2,2023,2023-06-23,5
2024-09-21,South,Laptop,20,296.8,Store A,Retail,Frank,Gift Card,NULL,0,REG100460,Cust 2672,19.57,2024-09-21,2024-09-28,Sophie,7,5,True,3,29.680000000000003,9,2024,21,5,38,5342.400000000001,9,2024-09,3,2024,2024-09-21,7
2024-01-01,South,Desk,3,599.42,Store A,Wholesale,Bob,Online,SAVE10,0,REG100461,Cust 3394,48.02,2024-01-01,2024-01-03,Sophie,2,0,False,1,59.942,1,2024,1,0,1,1618.4339999999997,1,2024-01,1,2024,2024-01-01,2
2024-03-14,North,Desk,13,588.8,Store D,Wholesale,Frank,Cash,SAVE10,0,REG100463,Cust 6994,45.03,2024-03-14,2024-03-21,Ryan,7,3,False,1,88.32,3,2024,14,3,11,6506.24,3,2024-03,1,2024,2024-03-14,7
2024-05-04,West,Monitor,13,198.44,Store D,Wholesale,Carlos,Cash,SAVE10,1,REG100464,Cust 9879,31.51,2024-05-04,2024-05-09,Wendy,5,5,True,2,0.0,5,2024,4,5,18,2579.72,5,2024-05,2,2024,2024-05-04,5
2024-11-13,Central,Phone,4,475.49,Store B,Wholesale,Frank,Cash,WINTER15,0,REG100466,Cust 3712,11.6,2024-11-13,2024-11-17,Cameron,4,2,False,4,71.3235,11,2024,13,2,46,1616.666,11,2024-11,4,2024,2024-11-13,4
2023-10-31,West,Printer,6,202.97,Store C,Retail,Eva,Gift Card,WINTER15,0,REG100467,Cust 3829,43.55,2023-10-31,2023-11-10,Wendy,10,1,False,4,20.297,10,2023,31,1,44,1096.038,10,2023-10,4,2023,2023-10-31,10
2023-12-19,Central,Tablet,18,135.23,Store C,Wholesale,Diana,Online,WINTER15,1,REG100468,Cust 1623,46.1,2023-12-19,2023-12-24,Cameron,5,1,False,4,0.0,12,2023,19,1,51,2434.14,12,2023-12,4,2023,2023-12-19,5
2023-11-27,South,Tablet,20,356.4,Store C,Wholesale,Diana,Cash,FREESHIP,1,REG100469,Cust 3532,26.7,2023-11-27,2023-12-03,Sophie,6,0,False,4,17.82,11,2023,27,0,48,6771.599999999999,11,2023-11,4,2023,2023-11-27,6
2023-08-15,East,Laptop,3,294.72,Store C,Wholesale,Alice,Cash,SAVE10,0,REG100470,Cust 4712,45.33,2023-08-15,2023-08-18,Eric,3,1,False,3,14.736000000000002,8,2023,15,1,33,839.952,8,2023-08,3,2023,2023-08-15,3
2023-01-16,West,Phone,20,553.85,Store A,Retail,Frank,Cash,WINTER15,0,REG100471,Cust 6211,33.21,2023-01-16,2023-01-24,Wendy,8,0,False,1,0.0,1,2023,16,0,3,11077.0,1,2023-01,1,2023,2023-01-16,8
2023-11-28,West,Phone,2,532.51,Store B,Wholesale,Carlos,Credit Card,WINTER15,1,REG100473,Cust 6208,49.67,2023-11-28,2023-12-01,Wendy,3,1,False,4,0.0,11,2023,28,1,48,1065.02,11,2023-11,4,2023,2023-11-28,3
2023-12-04,West,Printer,1,268.19,Store B,Wholesale,Carlos,Gift Card,WINTER15,0,REG100474,Cust 5942,9.48,2023-12-04,2023-12-13,Wendy,9,0,False,4,26.819000000000003,12,2023,4,0,49,241.371,12,2023-12,4,2023,2023-12-04,9
2024-06-21,South,Printer,17,432.65,Store A,Retail,Frank,Cash,FREESHIP,0,REG100475,Cust 1745,18.85,2024-06-21,2024-06-29,Sophie,8,4,False,2,64.8975,6,2024,21,4,25,6251.7925,6,2024-06,2,2024,2024-06-21,8
2023-08-17,Central,Desk,16,454.54,Store B,Retail,Bob,Online,FREESHIP,0,REG100477,Cust 9907,20.55,2023-08-17,2023-08-19,Cameron,2,3,False,3,45.45400000000001,8,2023,17,3,33,6545.376,8,2023-08,3,2023,2023-08-17,2
2023-08-30,Central,Monitor,11,414.58,Store D,Wholesale,Diana,Cash,WINTER15,0,REG100478,Cust 5750,25.33,2023-08-30,2023-09-05,Cameron,6,2,False,3,20.729,8,2023,30,2,35,4332.361,8,2023-08,3,2023,2023-08-30,6
2023-06-29,North,Chair,10,126.46,Store A,Retail,Eva,Online,WINTER15,0,REG100480,Cust 7995,26.96,2023-06-29,2023-07-09,Ryan,10,3,False,2,12.646,6,2023,29,3,26,1138.1399999999999,6,2023-06,2,2023,2023-06-29,10
2023-08-13,North,Monitor,7,125.02,Store D,Wholesale,Carlos,Credit Card,FREESHIP,0,REG100481,Cust 5572,12.45,2023-08-13,2023-08-20,Ryan,7,6,True,3,0.0,8,2023,13,6,32,875.14,8,2023-08,3,2023,2023-08-13,7
2024-04-29,West,Tablet,20,367.24,Store A,Wholesale,Carlos,Gift Card,FREESHIP,0,REG100482,Cust 1721,45.67,2024-04-29,2024-05-07,Wendy,8,0,False,2,18.362000000000002,4,2024,29,0,18,6977.5599999999995,4,2024-04,2,2024,2024-04-29,8
2023-07-15,West,Monitor,8,432.12,Store B,Retail,Diana,Credit Card,WINTER15,0,REG100483,Cust 2641,42.1,2023-07-15,2023-07-25,Wendy,10,5,True,3,0.0,7,2023,15,5,28,3456.96,7,2023-07,3,2023,2023-07-15,10
2023-07-19,West,Monitor,20,526.55,Store A,Wholesale,Alice,Debit Card,FREESHIP,1,REG100486,Cust 1210,25.64,2023-07-19,2023-07-26,Wendy,7,2,False,3,0.0,7,2023,19,2,29,10531.0,7,2023-07,3,2023,2023-07-19,7
2024-09-29,West,Phone,11,339.78,Store A,Retail,Diana,Debit Card,WINTER15,1,REG100487,Cust 7710,11.56,2024-09-29,2024-10-06,Wendy,7,6,True,3,16.989,9,2024,29,6,39,3550.7009999999996,9,2024-09,3,2024,2024-09-29,7
2024-10-17,East,Laptop,10,91.75,Store D,Wholesale,Frank,Cash,WINTER15,0,REG100488,Cust 1428,37.27,2024-10-17,2024-10-21,Eric,4,3,False,4,13.7625,10,2024,17,3,42,779.875,10,2024-10,4,2024,2024-10-17,4
2024-01-19,West,Desk,6,148.23,Store B,Retail,Eva,Credit Card,FREESHIP,0,REG100490,Cust 2234,19.58,2024-01-19,2024-01-29,Wendy,10,4,False,1,14.823,1,2024,19,4,3,800.4419999999999,1,2024-01,1,2024,2024-01-19,10
2023-12-03,East,Chair,11,495.03,Store D,Wholesale,Frank,Cash,WINTER15,0,REG100491,Cust 9602,27.37,2023-12-03,2023-12-05,Eric,2,6,True,4,74.2545,12,2023,3,6,48,4628.5305,12,2023-12,4,2023,2023-12-03,2
2024-06-19,Central,Chair,6,247.2,Store A,Wholesale,Diana,Credit Card,FREESHIP,0,REG100492,Cust 2546,18.75,2024-06-19,2024-06-27,Cameron,8,2,False,2,12.36,6,2024,19,2,25,1409.0399999999997,6,2024-06,2,2024,2024-06-19,8
2024-10-16,West,Tablet,19,207.45,Store C,Retail,Bob,Debit Card,SAVE10,0,REG100493,Cust 5032,11.5,2024-10-16,2024-10-21,Wendy,5,2,False,4,10.3725,10,2024,16,2,42,3744.4724999999994,10,2024-10,4,2024,2024-10-16,5
2023-10-02,Central,Laptop,9,146.72,Store A,Wholesale,Diana,Credit Card,NULL,0,REG100495,Cust 6944,10.45,2023-10-02,2023-10-10,Cameron,8,0,False,4,14.672,10,2023,2,0,40,1188.432,10,2023-10,4,2023,2023-10-02,8
2023-11-05,East,Desk,12,159.85,Store D,Retail,Alice,Cash,WINTER15,0,REG100496,Cust 4136,32.61,2023-11-05,2023-11-07,Eric,2,6,True,4,15.985,11,2023,5,6,44,1726.3799999999999,11,2023-11,4,2023,2023-11-05,2
2023-06-18,South,Printer,13,181.68,Store C,Wholesale,Diana,Gift Card,SAVE10,0,REG100497,Cust 7460,14.69,2023-06-18,2023-06-23,Sophie,5,6,True,2,9.084000000000001,6,2023,18,6,24,2243.748,6,2023-06,2,2023,2023-06-18,5
2024-07-15,Central,Phone,16,34.16,Store A,Retail,Bob,Cash,SAVE10,0,REG100498,Cust 3960,36.33,2024-07-15,2024-07-21,Cameron,6,0,False,3,5.124,7,2024,15,0,29,464.57599999999996,7,2024-07,3,2024,2024-07-15,6
